STRUCTURE,STRUCTURE_ID,ACTION,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,ACTIVITY,ADJUSTMENT,TRANSFORMATION,TIME_PERIOD,OBS_VALUE
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2013-08,3.894
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2013-09,4.033
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2013-10,4.009
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2013-11,4.175
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2013-12,4.262
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2014-01,4.158
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2014-02,4.104
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2014-03,4.092
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2014-04,4.027
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2014-05,3.781
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2014-06,3.713
DATAFLOW,OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),I,AUS,M,IRLT,PA,_Z,_Z,_Z,2014-07,3.486
