FREQ,BORROWERS_CTY,TC_BORROWERS,TC_LENDERS,VALUATION,UNIT_TYPE,TC_ADJUST,TIME_PERIOD,OBS_VALUE
Q,CA,P,A,M,770,A,2017-Q4,213.6
Q,CA,P,A,M,770,A,2018-Q1,213.8
Q,CA,P,A,M,770,A,2018-Q2,215.9
Q,CA,P,A,M,770,A,2018-Q3,215.0
Q,CA,P,A,M,770,A,2018-Q4,216.1
Q,CA,P,A,M,770,A,2019-Q1,216.9
Q,CA,P,A,M,770,A,2019-Q2,219.5
Q,CA,P,A,M,770,A,2019-Q3,221.2
Q,CA,P,A,M,770,A,2019-Q4,221.2
Q,CA,P,A,M,770,A,2020-Q1,225.7
Q,CA,P,A,M,770,A,2020-Q2,237.2
Q,CA,P,A,M,770,A,2020-Q3,241.4
Q,CA,P,A,M,770,A,2020-Q4,244.5
Q,CA,P,A,M,770,A,2021-Q1,243.1
Q,CA,P,A,M,770,A,2021-Q2,237.0
Q,CA,P,A,M,770,A,2021-Q3,233.9
Q,CA,P,A,M,770,A,2021-Q4,230.7
Q,CA,P,A,M,770,A,2022-Q1,224.2
Q,CA,P,A,M,770,A,2022-Q2,218.3
Q,CA,P,A,M,770,A,2022-Q3,216.0
Q,CA,P,A,M,770,A,2022-Q4,214.2
Q,CA,P,A,M,770,A,2023-Q1,214.3
Q,CA,P,A,M,770,A,2023-Q2,215.3
Q,CA,P,A,M,770,A,2023-Q3,215.5
Q,CA,P,A,M,770,A,2023-Q4,215.8
Q,CA,P,A,M,770,A,2024-Q1,213.5
Q,CA,P,A,M,770,A,2024-Q2,214.0
Q,CA,P,A,M,770,A,2024-Q3,214.9
Q,CA,P,A,M,770,A,2024-Q4,214.3
Q,CA,P,A,M,770,A,2025-Q1,213.4
Q,CA,P,A,M,770,A,2025-Q2,213.2
Q,JP,P,A,M,770,A,2007-Q1,162.1
Q,JP,P,A,M,770,A,2007-Q2,159.1
Q,JP,P,A,M,770,A,2007-Q3,159.7
Q,JP,P,A,M,770,A,2007-Q4,160.8
Q,JP,P,A,M,770,A,2008-Q1,158.9
Q,JP,P,A,M,770,A,2008-Q2,161.1
Q,JP,P,A,M,770,A,2008-Q3,161.7
Q,JP,P,A,M,770,A,2008-Q4,165.9
Q,JP,P,A,M,770,A,2009-Q1,167.5
Q,JP,P,A,M,770,A,2009-Q2,169.3
Q,JP,P,A,M,770,A,2009-Q3,171.1
Q,JP,P,A,M,770,A,2009-Q4,172.3
Q,JP,P,A,M,770,A,2010-Q1,169.1
Q,JP,P,A,M,770,A,2010-Q2,167.3
Q,JP,P,A,M,770,A,2010-Q3,164.9
Q,JP,P,A,M,770,A,2010-Q4,163.4
Q,JP,P,A,M,770,A,2011-Q1,162.4
Q,JP,P,A,M,770,A,2011-Q2,162.3
Q,JP,P,A,M,770,A,2011-Q3,163.1
Q,JP,P,A,M,770,A,2011-Q4,163.5
Q,JP,P,A,M,770,A,2012-Q1,162.4
Q,JP,P,A,M,770,A,2012-Q2,159.3
Q,JP,P,A,M,770,A,2012-Q3,160.4
Q,JP,P,A,M,770,A,2012-Q4,161.7
Q,JP,P,A,M,770,A,2013-Q1,161.8
Q,JP,P,A,M,770,A,2013-Q2,160.5
Q,JP,P,A,M,770,A,2013-Q3,160.2
Q,JP,P,A,M,770,A,2013-Q4,160.3
Q,JP,P,A,M,770,A,2014-Q1,159.3
Q,JP,P,A,M,770,A,2014-Q2,157.5
Q,JP,P,A,M,770,A,2014-Q3,157.7
Q,JP,P,A,M,770,A,2014-Q4,158.5
Q,JP,P,A,M,770,A,2015-Q1,157.2
Q,JP,P,A,M,770,A,2015-Q2,154.7
Q,JP,P,A,M,770,A,2015-Q3,154.0
Q,JP,P,A,M,770,A,2015-Q4,154.4
Q,JP,P,A,M,770,A,2016-Q1,153.1
Q,JP,P,A,M,770,A,2016-Q2,153.6
Q,JP,P,A,M,770,A,2016-Q3,155.0
Q,JP,P,A,M,770,A,2016-Q4,156.4
Q,JP,P,A,M,770,A,2017-Q1,157.1
Q,JP,P,A,M,770,A,2017-Q2,156.4
Q,JP,P,A,M,770,A,2017-Q3,156.4
Q,JP,P,A,M,770,A,2017-Q4,156.9
Q,JP,P,A,M,770,A,2018-Q1,156.2
Q,JP,P,A,M,770,A,2018-Q2,156.9
Q,JP,P,A,M,770,A,2018-Q3,158.2
Q,JP,P,A,M,770,A,2018-Q4,160.2
Q,JP,P,A,M,770,A,2019-Q1,161.2
Q,JP,P,A,M,770,A,2019-Q2,161.9
Q,JP,P,A,M,770,A,2019-Q3,163.4
Q,JP,P,A,M,770,A,2019-Q4,165.5
Q,JP,P,A,M,770,A,2020-Q1,167.1
Q,JP,P,A,M,770,A,2020-Q2,178.8
Q,JP,P,A,M,770,A,2020-Q3,182.2
Q,JP,P,A,M,770,A,2020-Q4,184.4
